Date : 2025-09-13 12:10:57
Directory : /home/moura/projetos/chatwoot/chatwoot
Total : 6224 files,  752144 codes, 10822 comments, 45132 blanks, all 808098 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/moura/projetos/chatwoot/chatwoot/spec/support/negated_matchers.rb                                                                                      | Ruby               |          1 |          2 |          1 |          4 |
| /home/moura/projetos/chatwoot/chatwoot/spec/support/slack_stubs.rb                                                                                           | Ruby               |        111 |          0 |         10 |        121 |
| /home/moura/projetos/chatwoot/chatwoot/spec/test_helper.rb                                                                                                   | Ruby               |          8 |          2 |          4 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/spec/workers/conversation_reply_email_worker_spec.rb                                                                  | Ruby               |         40 |          0 |          7 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/spec/workers/email_reply_worker_spec.rb                                                                               | Ruby               |         50 |          0 |          9 |         59 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/error/bad_request.yml                                                                             | YAML               |          9 |          0 |          1 |         10 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/error/request.yml                                                                                 | YAML               |          8 |          0 |          1 |          9 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/index.yml                                                                                         | YAML               |        198 |         21 |         32 |        251 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/account/create_update_payload.yml                                                         | YAML               |         31 |          0 |          1 |         32 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/account/update_payload.yml                                                                | YAML               |         47 |          2 |          0 |         49 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/account_user/create_update_payload.yml                                                    | YAML               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/agent/create_payload.yml                                                                  | YAML               |         28 |          0 |          1 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/agent/update_payload.yml                                                                  | YAML               |         18 |          0 |          1 |         19 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/agent_bot/create_update_payload.yml                                                       | YAML               |         30 |          0 |          1 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/automation_rule/create_update_payload.yml                                                 | YAML               |         42 |          0 |          1 |         43 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/canned_response/create_update_payload.yml                                                 | YAML               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/contact/create_payload.yml                                                                | YAML               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/contact/update_payload.yml                                                                | YAML               |         38 |          0 |          1 |         39 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/conversation/create_message_payload.yml                                                   | YAML               |         93 |          0 |          0 |         93 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/conversation/create_payload.yml                                                           | YAML               |         79 |          0 |          1 |         80 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/custom_attribute/create_update_payload.yml                                                | YAML               |         36 |          0 |          1 |         37 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/custom_filter/create_update_payload.yml                                                   | YAML               |         15 |          0 |          1 |         16 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/inbox/create_payload.yml                                                                  | YAML               |         88 |          0 |          1 |         89 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/inbox/update_payload.yml                                                                  | YAML               |         82 |          0 |          1 |         83 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/integrations/hook_create_payload.yml                                                      | YAML               |         18 |          0 |          1 |         19 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/integrations/hook_update_payload.yml                                                      | YAML               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/platform/agent_bot/create_update_payload.yml                                              | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/portal/article_create_update_payload.yml                                                  | YAML               |         51 |          0 |          1 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/portal/category_create_update_payload.yml                                                 | YAML               |         34 |          0 |          1 |         35 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/portal/portal_create_update_payload.yml                                                   | YAML               |         38 |          0 |          1 |         39 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/public/contact/create_update_payload.yml                                                  | YAML               |         30 |          0 |          1 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/public/conversation/create_payload.yml                                                    | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/public/message/create_payload.yml                                                         | YAML               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/public/message/update_payload.yml                                                         | YAML               |         30 |          0 |          1 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/team/create_update_payload.yml                                                            | YAML               |         14 |          0 |          1 |         15 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/user/create_update_payload.yml                                                            | YAML               |         22 |          0 |          1 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/request/webhooks/create_update_payload.yml                                                        | YAML               |         28 |          0 |          1 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/account.yml                                                                              | YAML               |         12 |          0 |          1 |         13 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/account_detail.yml                                                                       | YAML               |         84 |          0 |          0 |         84 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/account_show_response.yml                                                                | YAML               |         13 |          0 |          0 |         13 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/account_user.yml                                                                         | YAML               |         14 |          0 |          1 |         15 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/agent.yml                                                                                | YAML               |         35 |          0 |          1 |         36 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/agent_bot.yml                                                                            | YAML               |         32 |          0 |          1 |         33 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/article.yml                                                                              | YAML               |         33 |          0 |          1 |         34 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/audit_log.yml                                                                            | YAML               |         53 |          0 |          0 |         53 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/automation_rule.yml                                                                      | YAML               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/automation_rule_item.yml                                                                 | YAML               |         69 |          0 |          0 |         69 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/canned_response.yml                                                                      | YAML               |         20 |          0 |          1 |         21 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/category.yml                                                                             | YAML               |         25 |          0 |          1 |         26 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact.yml                                                                              | YAML               |         49 |          0 |          1 |         50 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_conversation_message.yml                                                         | YAML               |        109 |          0 |          0 |        109 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_conversations_response.yml                                                       | YAML               |         13 |          0 |          0 |         13 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_detail.yml                                                                       | YAML               |         48 |          0 |          0 |         48 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_inbox.yml                                                                        | YAML               |         27 |          0 |          0 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_inboxes.yml                                                                      | YAML               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_list_item.yml                                                                    | YAML               |         61 |          0 |          0 |         61 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_meta.yml                                                                         | YAML               |          8 |          0 |          0 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contact_show_response.yml                                                                | YAML               |          5 |          0 |          0 |          5 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contactable_inboxes.yml                                                                  | YAML               |          8 |          0 |          1 |          9 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contactable_inboxes_response.yml                                                         | YAML               |          7 |          0 |          0 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/contacts_list_response.yml                                                               | YAML               |         10 |          0 |          0 |         10 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/conversation.yml                                                                         | YAML               |         90 |          0 |          2 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/conversation_messages.yml                                                                | YAML               |         10 |          0 |          0 |         10 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/conversation_meta.yml                                                                    | YAML               |         55 |          0 |          0 |         55 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/custom_attribute.yml                                                                     | YAML               |         38 |          0 |          1 |         39 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/custom_filter.yml                                                                        | YAML               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/contact/conversation.yml                                                       | YAML               |         52 |          0 |          2 |         54 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/contact/labels.yml                                                             | YAML               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/contact/show.yml                                                               | YAML               |          9 |          0 |          1 |         10 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/conversation/labels.yml                                                        | YAML               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/conversation/list.yml                                                          | YAML               |         24 |          0 |          1 |         25 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/conversation/show.yml                                                          | YAML               |          4 |          0 |          1 |          5 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/conversation/status_toggle.yml                                                 | YAML               |         14 |          0 |          1 |         15 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/conversation/with_display_id.yml                                               | YAML               |          4 |          0 |          1 |          5 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/generic.yml                                                                    | YAML               |          4 |          0 |          0 |          4 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/extension/message/with_source_sender.yml                                                 | YAML               |          4 |          0 |          1 |          5 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/inbox.yml                                                                                | YAML               |        125 |          0 |          1 |        126 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/inbox_contact.yml                                                                        | YAML               |         20 |          0 |          1 |         21 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/integrations/app.yml                                                                     | YAML               |         25 |          0 |          1 |         26 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/integrations/hook.yml                                                                    | YAML               |         23 |          0 |          0 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/message.yml                                                                              | YAML               |         72 |          0 |          1 |         73 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/message_detailed.yml                                                                     | YAML               |         47 |          0 |          0 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/platform_account.yml                                                                     | YAML               |          8 |          0 |          2 |         10 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/portal.yml                                                                               | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/portal_config.yml                                                                        | YAML               |         18 |          0 |          0 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/portal_item.yml                                                                          | YAML               |         40 |          0 |          0 |         40 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/portal_logo.yml                                                                          | YAML               |         23 |          0 |          0 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/portal_meta.yml                                                                          | YAML               |         23 |          0 |          0 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/portal_single.yml                                                                        | YAML               |          5 |          0 |          0 |          5 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/public/contact.yml                                                                       | YAML               |         17 |          0 |          1 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/public/conversation.yml                                                                  | YAML               |         16 |          0 |          1 |         17 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/public/inbox.yml                                                                         | YAML               |         50 |          0 |          1 |         51 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/public/message.yml                                                                       | YAML               |         31 |          0 |          8 |         39 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/reports/conversation/agent.yml                                                           | YAML               |         19 |          0 |          0 |         19 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/reports/summary.yml                                                                      | YAML               |         29 |          0 |          0 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/team.yml                                                                                 | YAML               |         20 |          0 |          1 |         21 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/user.yml                                                                                 | YAML               |         78 |          0 |          1 |         79 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/definitions/resource/webhook.yml                                                                              | YAML               |         29 |          0 |          1 |         30 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/index.html                                                                                                    | HTML               |         19 |          4 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/index.yml                                                                                                     | YAML               |        129 |          0 |          1 |        130 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/account_id.yml                                                                                     | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/agent_bot_id.yml                                                                                   | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/contact_sort.yml                                                                                   | YAML               |         15 |          0 |          1 |         16 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/conversation_id.yml                                                                                | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/conversation_uuid.yml                                                                              | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/custom_filter_id.yml                                                                               | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/hook_id.yml                                                                                        | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/inbox_id.yml                                                                                       | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/index.yml                                                                                          | YAML               |         38 |          0 |         18 |         56 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/message_id.yml                                                                                     | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/page.yml                                                                                           | YAML               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/platform_user_id.yml                                                                               | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/portal_id.yml                                                                                      | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/public/contact_identifier.yml                                                                      | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/public/inbox_identifier.yml                                                                        | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/report_metric.yml                                                                                  | YAML               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/report_type.yml                                                                                    | YAML               |         12 |          0 |          1 |         13 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/source_id.yml                                                                                      | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/team_id.yml                                                                                        | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/parameters/webhook_id.yml                                                                                     | YAML               |          6 |          0 |          1 |          7 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/accounts/show.yml                                                                           | YAML               |         28 |          0 |          0 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/accounts/update.yml                                                                         | YAML               |         43 |          0 |          0 |         43 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agent_bots/create.yml                                                                       | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agent_bots/delete.yml                                                                       | YAML               |         22 |          0 |          1 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agent_bots/index.yml                                                                        | YAML               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agent_bots/show.yml                                                                         | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agent_bots/update.yml                                                                       | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agents/create.yml                                                                           | YAML               |         27 |          0 |          1 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agents/delete.yml                                                                           | YAML               |         29 |          0 |          1 |         30 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agents/index.yml                                                                            | YAML               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/agents/update.yml                                                                           | YAML               |         40 |          0 |          1 |         41 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/article/create.yml                                                                          | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/audit_logs/index.yml                                                                        | YAML               |         52 |          0 |          0 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/automation_rule/create.yml                                                                  | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/automation_rule/delete.yml                                                                  | YAML               |         29 |          0 |          1 |         30 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/automation_rule/index.yml                                                                   | YAML               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/automation_rule/show.yml                                                                    | YAML               |         53 |          0 |          1 |         54 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/automation_rule/update.yml                                                                  | YAML               |         39 |          0 |          1 |         40 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/canned_responses/create.yml                                                                 | YAML               |         27 |          0 |          1 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/canned_responses/delete.yml                                                                 | YAML               |         29 |          0 |          1 |         30 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/canned_responses/index.yml                                                                  | YAML               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/canned_responses/update.yml                                                                 | YAML               |         40 |          0 |          1 |         41 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/category/create.yml                                                                         | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contact_inboxes/create.yml                                                                  | YAML               |         51 |          0 |          1 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contactable_inboxes/get.yml                                                                 | YAML               |         35 |          0 |          1 |         36 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contacts/conversations.yml                                                                  | YAML               |         42 |          0 |          2 |         44 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contacts/crud.yml                                                                           | YAML               |         91 |          0 |          4 |         95 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contacts/filter.yml                                                                         | YAML               |         64 |          0 |          1 |         65 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contacts/labels.yml                                                                         | YAML               |         77 |          0 |          3 |         80 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contacts/list_create.yml                                                                    | YAML               |         54 |          0 |          2 |         56 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/contacts/search.yml                                                                         | YAML               |         30 |          0 |          1 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/assignments.yml                                                                | YAML               |         42 |          0 |          1 |         43 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/custom_attributes.yml                                                          | YAML               |         45 |          0 |          1 |         46 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/filter.yml                                                                     | YAML               |         62 |          0 |          2 |         64 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/index.yml                                                                      | YAML               |        101 |          0 |          4 |        105 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/labels/create.yml                                                              | YAML               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/labels/index.yml                                                               | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/messages/create.yml                                                            | YAML               |         78 |          2 |          6 |         86 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/messages/create_attachment.yml                                                 | YAML               |         56 |          0 |          2 |         58 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/messages/delete.yml                                                            | YAML               |         22 |          0 |          1 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/messages/index.yml                                                             | YAML               |         51 |          0 |          1 |         52 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/meta.yml                                                                       | YAML               |         62 |          0 |          3 |         65 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/show.yml                                                                       | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/toggle_priority.yml                                                            | YAML               |         37 |          0 |          1 |         38 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/toggle_status.yml                                                              | YAML               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/update.yml                                                                     | YAML               |         39 |          0 |          1 |         40 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/conversation/update_last_seen.yml                                                           | YAML               |         29 |          0 |          1 |         30 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_attributes/create.yml                                                                | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_attributes/delete.yml                                                                | YAML               |         30 |          0 |          1 |         31 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_attributes/index.yml                                                                 | YAML               |         31 |          0 |          1 |         32 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_attributes/show.yml                                                                  | YAML               |         34 |          0 |          1 |         35 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_attributes/update.yml                                                                | YAML               |         40 |          0 |          1 |         41 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_filters/create.yml                                                                   | YAML               |         28 |          0 |          1 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_filters/delete.yml                                                                   | YAML               |         22 |          0 |          1 |         23 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_filters/index.yml                                                                    | YAML               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_filters/show.yml                                                                     | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/custom_filters/update.yml                                                                   | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/create.yml                                                                          | YAML               |         35 |          0 |          1 |         36 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/get_agent_bot.yml                                                                   | YAML               |         35 |          0 |          1 |         36 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/inbox_members/create.yml                                                            | YAML               |         58 |          0 |          1 |         59 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/inbox_members/delete.yml                                                            | YAML               |         46 |          0 |          1 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/inbox_members/show.yml                                                              | YAML               |         34 |          0 |          1 |         35 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/inbox_members/update.yml                                                            | YAML               |         58 |          0 |          1 |         59 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/index.yml                                                                           | YAML               |         35 |          0 |          1 |         36 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/set_agent_bot.yml                                                                   | YAML               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/show.yml                                                                            | YAML               |         35 |          0 |          1 |         36 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/inboxes/update.yml                                                                          | YAML               |         43 |          0 |          1 |         44 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/integrations/apps/show.yml                                                                  | YAML               |         32 |          0 |          1 |         33 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/integrations/hooks/create.yml                                                               | YAML               |         28 |          0 |          1 |         29 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/integrations/hooks/delete.yml                                                               | YAML               |         25 |          0 |          1 |         26 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/integrations/hooks/update.yml                                                               | YAML               |         29 |          0 |          1 |         30 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/portal/create.yml                                                                           | YAML               |         26 |          0 |          1 |         27 |
| /home/moura/projetos/chatwoot/chatwoot/swagger/paths/application/portal/index.yml                                                                            | YAML               |         60 |          0 |          1 |         61 |
